44-1,TOFU WAFU SALAD - HALF,321,362,276,276,225,SGST@9%,9,CGST@9%,9,,0,,0,KYS,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
45,BUTA SHABU SALAD FULL,321,353,276,276,395,SGST@9%,9,CGST@9%,9,,0,,0,KYS,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
45-1,BUTA SHABU SALAD - HALF,321,353,276,276,225,SGST@9%,9,CGST@9%,9,,0,,0,KYS,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
473,PARI PARI TAN TAN PIMENT,321,353,276,276,390,SGST@9%,9,CGST@9%,9,,0,,0,KYS,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
49,TORIMISO TAN TAN DOFU,321,362,276,276,390,SGST@9%,9,CGST@9%,9,,0,,0,KYS,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
1004,Kuuraku Ramen,322,350,276,276,648.31,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
141,SAKENORI DON BENTO,322,366,276,276,525.42,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
142,CHAHAAN GYOZA BENTO,322,366,276,276,525.42,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
143,DELUX BENTO,322,366,276,276,652.54,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
144,KARAAGE BENTO,322,366,276,276,483.05,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
145,BUTA STAMINA DON BENTO,322,366,276,276,500,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
146,OMUKATSU DON BENTO,322,366,276,276,567.8,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
147,BUTA DON BENTO,322,366,276,276,500,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
148,NIKOMI HAMBURG BENTO,322,366,276,276,525.42,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
149,SHOGAYAKI BENTO,322,366,276,276,567.8,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
150,CHUKA ZANMAI BENTO,322,366,276,276,567.8,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
151,SHIROMI SAKANA NO KUROZU AN,322,366,276,276,525.42,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
152,BUTA YASAI ITAME,322,366,276,276,525.42,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
153,TORINIKU NO KUROZU AN,322,366,276,276,525.42,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
