A 089,HIYAYAKKO,321,362,276,276,350,SGST@9%,9,CGST@9%,9,,0,,0,KYS,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
A 090,UMASHIO DOFU,321,362,276,276,390,SGST@9%,9,CGST@9%,9,,0,,0,KYS,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
A 091,TOFU WAFU SALAD - FULL,321,362,276,276,395,SGST@9%,9,CGST@9%,9,,0,,0,KYS,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
A 092,TOFU WAFU SALAD - HALF,321,362,276,276,225,SGST@9%,9,CGST@9%,9,,0,,0,KYS,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
A 093,TORIMISO TAN TAN DOFU,321,362,276,276,390,SGST@9%,9,CGST@9%,9,,0,,0,KYS,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 001,Choices of Bento Menu,322,342,370,370,508.47,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 002,TORITERIYAKI BENTO,322,342,276,276,372.88,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 003,KARAAGE BENTO,322,342,276,276,389.831,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 004,KUROZU ANKAKE BENTO,322,342,276,276,423.729,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 005,CHIGKEN NANBAN BENTO,322,342,276,276,423.729,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 006,MENCHI KATSU BENTO,322,342,276,276,423.729,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 007,NIKOMI HAMBURG BENTO,322,342,276,276,457.627,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 008,SHOGAYAKI BENTO,322,342,276,276,457.627,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 009,MABO NASU DON,322,342,276,276,355.93,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 010,CHAHAN GYOZA BENTO,322,342,276,276,423.729,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 011,MISO CHICKEN KATSU DON,322,342,276,276,423.729,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 012,MAKUNOUCHI BENTO,322,342,276,276,550.839,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 013,CHUKA ZANMAI BENTO,322,342,276,276,491.491,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 014,KATSU DON BENTO,322,342,276,276,457.627,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 015,OYAKO DON BENTO,322,342,276,276,330.51,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 016,YAKITORI DON BENTO,322,342,276,276,330.51,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 017,SAKE NORI BENTO,322,342,276,276,457.627,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 018,KARAAGE TMAGOTOJI DON BENTO,322,342,276,276,406.78,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 019,CHUKA DON BENTO,322,342,276,276,389.831,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 020,BUTA DON BENTO,322,342,276,276,406.78,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 021,OMUKATSU DON BENTO,322,342,276,276,457.627,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 022,DELUX BENTO,322,342,276,276,525.424,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 023,SHIROMI SAKANA NO KUROZU AN,322,342,276,276,423.729,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 024,BUTA YASAI ITAME,322,342,276,276,457.627,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 025,TORINIKU NO KUROZU AN,322,342,276,276,423.729,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 026,BUTA KIMCHI BENTO,322,342,276,276,457.627,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
