M093,Cholle Bhature,823,825,632,632,180,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M094,Clear Soup,823,825,672,672,130,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M095,Coffee,824,826,672,672,70,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M096,COLD  COFFEE  WITH ICE CREAM,824,826,672,672,130,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M097,Cold Coffee,824,826,672,672,130,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M098,Cold Coffee With Ice Cream,824,826,672,672,150,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M099,COLESLAW  SANDWICH,823,825,632,632,150,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M100,CORNFLAKES WITH  HOT OR COLD MILK,824,826,672,672,95,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M101,Cornfleks,823,825,632,632,190,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M102,Cream Of Chicken,823,825,632,632,220,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M103,Crispy Veg.,823,825,632,632,300,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M104,CUCUMBER SALAD,823,825,632,632,50,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M105,Curd Rice,823,825,632,632,220,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M106,Dal Fry,823,825,632,632,210,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M107,DAL FRY  /  DAL  TADKA,823,825,632,632,170,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M108,Dal Kabila,823,825,632,632,210,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M109,DAL KABILLA,823,825,632,632,180,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M110,Dal Makhani,823,825,632,632,300,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M111,Dal Tadka,823,825,632,632,210,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M112,DAL VADA SAMBAR,823,825,632,632,125,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M113,Dhingari Matar,823,825,632,632,250,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M114,DHINGRI  MATTAR,823,825,632,632,200,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M115,DIWANI  HANDI,823,825,632,632,200,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M116,Diwani Handi,823,825,632,632,200,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M117,DOSA  (MASALA ),823,825,672,672,135,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M118,DOSA  (PLAIN ),823,825,672,672,120,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M119,Dosa Masala,823,825,672,672,155,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M120,Dosa Plain,823,825,672,672,140,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M121,DRAGON CHICKEN,823,825,632,632,425,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M122,DRESSING,823,825,632,632,85,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M123,DRUMS OF HEAVEN,823,825,632,632,425,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M124,DUM  ALOO KASHMIRIA,823,825,632,632,190,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M125,Dum Aloo Kashmiri,823,825,632,632,200,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M126,DUM KA MURG ZAFRANI,823,825,632,632,450,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M127,Dum Ka Murgh Jafrani,823,825,632,632,450,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M128,Egg Cheese Garlic Sandwich,823,825,632,632,210,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M129,Egg Curry,823,825,632,632,280,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M130,Farmhouse Pizza,823,825,632,632,500,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M131,FIERY CHIKEN ROLL,823,825,632,632,300,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M132,FILLED SANDWICH,823,825,632,632,175,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M133,Fish Masala,823,825,632,632,480,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M134,FLAVORED MILK TEA,824,826,672,672,80,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M135,FRENCH FRIES,823,825,632,632,150,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M136,French Fry,823,825,632,632,180,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M137,French Fry Perri Perri,823,825,632,632,200,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M138,FRESH  LIME SODA,824,826,672,672,60,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M139,FRESH CUT  FRUIT,824,826,672,672,130,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M140,Fresh Fruit Salad,823,825,632,632,150,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M141,FRESH FRUIT SALAD WITH ICE CREAM,824,826,672,672,165,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M142,FRESH GARDEN GREEN SALAD,823,825,632,632,75,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M143,FRESH SEASONAL FRUIT JUICE,824,826,672,672,110,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M144,FRUIT PUNCH,824,826,672,672,175,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M145,Garlic Bread,823,825,632,632,190,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M146,Garlic Chicken,823,825,632,632,390,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M147,Garlic Chilli Non,823,825,632,632,90,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M148,GARLIC FRIED RICE,823,825,632,632,150,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M149,Ginger Chicken,823,825,632,632,390,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M150,Gobhi Matar,823,825,632,632,180,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M151,GOBI  MATTAR,823,825,632,632,160,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M152,GOLDEN FRIED PRAWNS,823,825,632,632,790,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M153,Gosht Shikampuri Kabab,823,825,632,632,450,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M154,Green Salad,823,825,632,632,80,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M155,GREEN SERPENT,824,826,672,672,150,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M156,Green Tea,824,826,672,672,60,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M157,GREEN TEA (PLAIN ),824,826,672,672,50,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M158,GREEN TEA (with Honey and Lime ),824,826,672,672,60,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M159,Grilled Chicken With Mushroom Sauce,823,825,632,632,380,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M160,Gulab Jamun,823,825,672,672,80,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M161,GULAB JAMUN-(2PCS.),824,826,672,672,80,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M162,HARA BHARA KEBAB,823,825,632,632,220,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M163,Harra Bhara Kabab,823,825,632,632,250,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
M164,HONEY AND  LIME TEA,824,826,672,672,70,10,2.5,CGST@2.5%,2.5,,,,,,,,,,,,,,,,2
