JAL14,Hibiki(soda),456,580,276,276,1700,74,,,,560,,,,,,,,,,,,,,,3
MOC1,Virgin Mojito,456,349,276,276,250,73,,,,560,,,,,,,,,,,,,,,2
MOC2,Virgin Perini,456,349,276,276,250,73,,,,560,,,,,,,,,,,,,,,2
MOC3,Shirley Temple,456,349,276,276,250,73,,,,560,,,,,,,,,,,,,,,2
MOC4,Sapphiren Cool,456,349,276,276,250,73,,,,560,,,,,,,,,,,,,,,2
MOC5,Lemon Tea Soda,456,349,276,276,250,73,,,,560,,,,,,,,,,,,,,,2
MOC6,Peach Tea Soda,456,349,276,276,250,73,,,,560,,,,,,,,,,,,,,,2
MOC8,Sapphiren Cool,456,349,276,276,250,73,,,,560,,,,,,,,,,,,,,,2
MOC7,Kuuraku Galaxy,456,349,276,276,350,73,,,,560,,,,,,,,,,,,,,,2
MMOC1,Virgin matcha Sky,456,582,276,276,380,73,,,,560,,,,,,,,,,,,,,,2
MMOC2,Virgin matcha Ale,456,582,276,276,380,73,,,,560,,,,,,,,,,,,,,,2
MMOC3,Omatcha Love,456,582,276,276,380,73,,,,560,,,,,,,,,,,,,,,2
MMOC4,Omatcha Lassi,456,582,276,276,380,73,,,,560,,,,,,,,,,,,,,,2
MMOC5,Virgin matcha Mint Mojito,456,582,276,276,380,73,,,,560,,,,,,,,,,,,,,,2
SD1,Coke,456,355,276,276,190,73,,,,560,,,,,,,,,,,,,,,2
SD2,Diet Coke,456,355,276,276,190,73,,,,560,,,,,,,,,,,,,,,2
SD3,Mountain Dew ,456,355,276,276,190,73,,,,560,,,,,,,,,,,,,,,2
SD4,Sprite,456,355,276,276,190,73,,,,560,,,,,,,,,,,,,,,2
SD5,Redbull,456,355,276,276,290,73,,,,560,,,,,,,,,,,,,,,2
SD6,Orange Juice,456,355,276,276,190,73,,,,560,,,,,,,,,,,,,,,2
SD7,Mango Juice,456,355,276,276,190,73,,,,560,,,,,,,,,,,,,,,2
SD8,Apple Juice,456,355,276,276,190,73,,,,560,,,,,,,,,,,,,,,2
SD9,LIchee Juice,456,355,276,276,190,73,,,,560,,,,,,,,,,,,,,,2
SD10,Fresh Lime Soda,456,355,276,276,190,73,,,,560,,,,,,,,,,,,,,,2
SD11,Bottle Water,456,355,276,276,150,73,,,,560,,,,,,,,,,,,,,,2
SD12,Yakult,456,355,276,276,60,73,,,,560,,,,,,,,,,,,,,,2
SD13,Hot Tea,456,355,276,276,190,73,,,,560,,,,,,,,,,,,,,,2
SD14,Ginger Ale,456,355,276,276,190,73,,,,560,,,,,,,,,,,,,,,2
WI1,Sula White glass,456,464,276,276,500,73,,,,560,,,,,,,,,,,,,,,2
WI2,Sula White bottle,456,464,276,276,2500,73,,,,560,,,,,,,,,,,,,,,2
WI3,Sula Red glass,456,464,276,276,500,73,,,,560,,,,,,,,,,,,,,,2
WI4,Sula Red bottle,456,464,276,276,2500,73,,,,560,,,,,,,,,,,,,,,2
WI5,Primo White,456,464,276,276,4800,73,,,,560,,,,,,,,,,,,,,,2
WI6,Primo Red,456,464,276,276,4800,73,,,,560,,,,,,,,,,,,,,,2
