IC112,Kitkat Shake ,Shakes,Shakes,NOS,NOS,200,10,1,10,5%,10
IC113,Indian Masala Tea,Hot Beverages ,Hot Beverages ,NOS,NOS,50,10,1,2.5,5%,2.5
IC114,Green Tea,Hot Beverages ,Hot Beverages ,NOS,NOS,50,10,1,2.5,5%,2.5
IC115,Honey Ginger Lemon Tea,Hot Beverages ,Hot Beverages ,NOS,NOS,70,10,1,3.5,5%,3.5
IC116,Black Coffee,Hot Beverages ,Hot Beverages ,NOS,NOS,70,10,1,3.5,5%,3.5
IC117,Hand Beaten Coffee,Hot Beverages ,Hot Beverages ,NOS,NOS,100,10,1,5,5%,5
IC118,Hot Chocolate,Hot Beverages ,Hot Beverages ,NOS,NOS,150,10,1,7.5,5%,7.5
IC119,Aerated Drinks (Can),Regulars ,Regulars ,NOS,NOS,100,10,1,5,5%,5
IC120,Packaged Drinking Water,Regulars ,Regulars ,NOS,NOS,50,10,1,2.5,5%,2.5
IC121,Masala Chaach ,Regulars ,Regulars ,NOS,NOS,125,10,1,6.25,5%,6.25
IC122,Fresh Juice,Regulars ,Regulars ,NOS,NOS,150,10,1,7.5,5%,7.5
IC123,Sweet Lassi ,Regulars ,Regulars ,NOS,NOS,150,10,1,7.5,5%,7.5
IC124,Masala Lemonade,Regulars ,Regulars ,NOS,NOS,150,10,1,7.5,5%,7.5
IC125,Red Bull,Regulars ,Regulars ,NOS,NOS,250,10,1,12.5,5%,12.5
